iter	CatBoostEvalMetricPearson	RMSE
875	0.8999888141	0.07309441314
876	0.9001596492	0.07304161881
877	0.9003104569	0.07299439376
878	0.900401197	0.07297857566
879	0.900487964	0.0729507447
880	0.9006903029	0.07289238025
881	0.9009483879	0.07280638783
882	0.9010315333	0.07279573066
883	0.9011558287	0.07275562468
884	0.9013597773	0.07270618831
885	0.9015091084	0.0726512455
886	0.9015329447	0.07264378609
887	0.9016346449	0.07261092146
888	0.9017437036	0.07257321311
889	0.90188037	0.07254908268
890	0.9021690051	0.07246527358
891	0.9023686532	0.07241966704
892	0.9025958753	0.07235286252
163892	0.889525904	0.07459751504
35
892	0.9120391194	0.06809895804
87	0.9113576409	0.0571515518
888	0.9116491106	0.05707912257
889	0.9117849424	0.05704509167
890	0.9119044984	0.05701743643
891	0.9120514865	0.0569796118
892	0.9122787835	0.05691238866
